Date,Headline
2021-06-12,Mediratta said e-commerce sales have gone up 10 times since they started in April 2020.            		  
2021-06-12,These funds select stocks by applying quantitative parameters or filters            		  
2021-06-12,"Compared with last year, though, the borrowing has been higher            		  "
2021-06-12,The Kudva family finds itself in an unfortunate position. But professionals have been forewarned after this incident            		  
2021-06-12,Launches 'Rise Together' to train prospective employees cutting across age groups            		  
2021-06-12,Djokovic stopped Nadal's bid for a 14th French Open title and handed the King of Clay just his third loss in 108 matches at the tournament by coming back to win their thriller of a semifinal            		  
2021-06-12,"Belgium coach Roberto Martinez said Friday he expects the Manchester City midfielder to join full training with the squad when the players return to their training camp in Tubize, near Brussels            		  "
2021-06-12,"Worried that a Covid outbreak could derail its chances at Euro 2020, Spain sent in the army on Friday to vaccinate the national soccer team three days before its opening match at the tournament            		  "
2021-06-12,Scotland's players will take a knee at the European Championship before the game against England in London but will stand ahead of matches in Glasgow against the Czech Republic and Croatia.            		  
2021-06-12,Delhi-based I-League side Sudeva FC captain Shubho Paul has been selected in the 'world under-19' squad of the famous German club FC Bayern.            		  
2021-06-12,"Postponed by a year, the biggest sporting event since the coronavirus brought the world to a halt kicks off Friday at the Stadio Olimpico in Rome  a milestone both for European and world sports.            		  "
2021-06-12,"From schoolboy to the national team, Dylan Levitt has come a long way since Wales went a long way at the last European Championship.            		  "
2021-06-12,Edelweiss Financial Services on Friday reported a consolidated net profit of Rs 636.70 crore for the March 2021 quarter.            		  
2021-06-12,McDonald's has become the latest company to be hit by a data breach after unauthorized activity on its network exposed the personal data of some customers in South Korea and Taiwan.            		  
2021-06-12,"US President Joe Biden and leaders from Canada, France, Germany, Italy and Japan are arriving for three days of talks starting Friday at the tiny village of Carbis Bay, near St Ives in Cornwall            		  "
2021-06-12,"The government has refused to exempt the digital news content of mainstream television channels and print media from the ambit of the the IT Rules, 2021            		  "
2021-06-12,TRAI on Friday released an amendment to interconnection regulations of 2017 which provides for a framework for technical compliance of conditional access system (CAS) and subscriber management system            		  
2021-06-12,"The issue will be on the table when G7 leaders discuss how to help steer the world's recovery from the coronavirus pandemic at a three-day summit in Cornwall, England, which began on Friday            		  "
2021-06-12,Exchange said they are yet to receive ED notice            		  
2021-06-12,Karnataka HC dismissed the petitions of e-commerce giants Amazon and Flipkart against a probe by CCI            		  
2021-06-12,By Guy Faulconbridge            		  
2021-06-12,"Blacklisted individuals could find their relatives, and the organisations of which they are senior managers or have control over placed on the list.            		  "
2021-06-12,Pakistan's economy suffered a 0.47 per cent contraction in FY2019/20            		  
2021-06-12,Cites another rare blood condition as side effect            		  
2021-06-12,Chinese tech stocks were mixed Friday. Alibaba fell 1.2 per cent and Tencent slipped 0.8 per cent at the close in Hong Kong.            		  
2021-06-12,"Property loans also showed 21.9 per cent expansion at Rs 23,418 cr against Rs 19,207 cr in Q4FY20            		  "
2021-06-12,The rating action factors in the significant increase in delinquencies and the pressure on profitability and growth in light of the Covid-19 pandemic            		  
2021-06-12,"IIP for the mining, manufacturing and electricity sectors for April stood at 108, 125.1 and 174, respectively            		  "
2021-06-12,The court posed queries to the Centre as to how the benefit of free food grain till November this year under the 'PM Garib Kalyan Yojna' would reach to migrant labourers having no ration cards            		  
2021-06-12,"These are all in the realm of policy decision. These are issues having financial implications and we are not the experts, the Court said            		  "
2021-06-12,"India was under one of the world's strictest lockdowns in May last year, which brought all mobility and economic activity to a grinding halt.            		  "
2021-06-12,Palm oil is affected by price movements in related oils as they compete for a share in the global vegetable oils market            		  
2021-06-12,"After rising 341 points, the Sensex settled 174 points, or 0.33 per cent, higher at 52,475            		  "
2021-06-12,"Orphazyme A/S, which develops therapies to treat genetic disorders, says it has no idea why its American depositary shares surged overnight            		  "
2021-06-12,Kevin De Bruyne will not play for Belgium in Saturday's opening group game against Russia at the European Championship because he is still following an individual training program            		  
2021-06-12,"The stock of the state-owned company surpassed its previous high of Rs 162.95, touched on February 26, 2021.            		  "
2021-06-12,"But share in total m-cap languishes below 10%, lower than long-term average of 13%            		  "
2021-06-11,FDA asks Bharat Bio's US partner Ocugen to apply for full authorisation            		  
2021-06-11,"Brent crude futures edged up 13 cents to $72.65 a barrel to 1145 GMT, a day after closing at their highest since May 2019            		  "
2021-06-11,Basu worries that a 'dispirited' India may be behind the country plummeting from one of the fastest growing economies towards the bottom of the heap in a short span of four years            		  
2021-06-11,The former vice-chairman of NITI Aayog has written a biography of his father that is very much a son's perspective            		  
2021-06-11,Where Ms Chawla seems to have erred is that she has not been able to build the desired credibility required to champion the cause she took to court            		  
2021-06-11,"In 2011, Space Adventures, a space tourism company that successfully sent seven clients to orbital journey, suggested the number of space tourists could reach 140 by 2020 but little changed since then            		  "
2021-06-11,"In districts with level 2 restrictions, malls and cinema halls can function with 50 per cent capacity.            		  "
2021-06-11,"No one in the party disagrees that of all BJP leaders, it is only Mr Yediyurappa who has a presence all over the state. But there are critics aplenty            		  "
2021-06-11,Stefanos Tsitsipas went from way ahead to suddenly stuck in a five-set struggle against Alexander Zverev at the French Open on Friday before emerging to earn his first berth in a Grand Slam final            		  
2021-06-11,"Technical advisory group would review and decide on the matter based on pandemic scenario, says govt            		  "
2021-06-11,Czech Republic's Barbora Krejcikova could become the first woman since Mary Pierce of France in 2000 to clinch both the singles and doubles French Open titles            		  
2021-06-11,"OPEC and its allies maintained strong compliance with agreed oil output targets in May, when the first part of a gradual production increase took effect            		  "
2021-06-11,"He spoke to Anjuli Bhargava about the second wave of the pandemic, how the US managed its vaccine rollout better than India, and where India needs to go with its genomics sequencing capabilities            		  "
2021-06-11,"State-owned Bank of India on Friday said it has allotted preference shares to the government for Rs 3,000 crore capital infusion.            		  "
2021-06-11,Capping the trade margin on oxygen concentrators by the government has resulted in ensuring consumer savings as the price of the critical device has come down            		  
2021-06-11,"Compared with other major countries during Covid-19, domestic airlines have precariously stayed the course            		  "
2021-06-11,"With this, it has achieved half its initial target within two months            		  "
2021-06-11,Finance Nirmala Sitharaman on Friday asked various ministries to try to spend more than their capital expenditure targets as well as explore public private partnerships for viable projects.            		  
2021-06-11,Business Standard brings you the top news of the evening            		  
2021-06-11,Walmart-backed Flipkart will utilise learnings from its tech-enabled supply chain to deploy drones and enable deliveries of medical supplies.            		  
2021-06-11,Strong and sustained retail interest can counter-balance FPI selling; small and midcap may outperform            		  
2021-06-11,"Firm posts full-year profit of Rs 1,097 cr in FY21 compared with a Rs 597 cr loss the previous year            		  "
2021-06-11,"It took just about a year for reserves to rise by $100 billion, which has generally been the pace of accumulation since Shaktikanta Das became RBI governor in November 2017            		  "
2021-06-11,Arrest based on 63 Moons complaint of Rs 200 cr fraud            		  
2021-06-11,"The death toll reached 10,804            		  "
2021-06-11,Vardhan also said the Centre would soon have enough Covid vaccines at its disposal to fully vaccinate every person aged 18 years and above in the country.            		  
2021-06-11,"A few places in Mumbai and neighbouring Thane may receive heavy rains on Saturday too, it said.            		  "
2021-06-11,"The issue will be on the table when G7 leaders discuss how to help steer the world's recovery from the coronavirus pandemic at a 3-day summit in Cornwall, southwestern England, which begins Friday            		  "
2021-06-11,This comes as the US economy reopens rapidly            		  
2021-06-11,Street expects trend to continue with valuations supporting upmove            		  
2021-06-11,"Challenge of getting trained hands at ground level could be overcome by providing dedicated personnel at each aspirational district and making hiring more flexible, study says            		  "
2021-06-11,This comes amid increased buying in index heavyweights and supportive global trends.            		  
2021-06-11,Coalition of 14 such outfits is also asking corporations to step up against intrusion by Indian authorities into the rights of millions of people who use their services everyday            		  
2021-06-11,Select a player that offers complete transparency on both the transaction fee and the exchange rate it is going to levy            		  
2021-06-11,A commitment from US President Joe Biden to share 500 million doses and one from Johnson for another 100 million shots set the stage for the G-7 meeting in southwest England            		  
2021-06-11,"In 27 districts, including Chennai, salons, beauty parlours and spas can function from 5 pm without air conditioners and only 50% of customers from June 14            		  "
2021-06-11,Expect to reach up to 90% of pre-Covid 2.0 levels            		  
2021-06-11,"Mumbai reported 696 new coronavirus infections and 24 fatalities on Friday, the Brihanmumbai Municipal Corporation (BMC) said.            		  "
2021-06-11,"Total income during January-March 2021 rose to Rs 7,245.16 crore, from Rs 5,166.64 crore in the year-ago period            		  "
2021-06-11,British Prime Minister Boris Johnson said ahead of a leaders' summit starting Friday that he expected the G-7 to commit to sharing 1 billion doses with countries around the world.            		  
2021-06-11,"The new plans listed on the website start from Rs 127 for 15 days validity, offering 12 GB of uncapped daily data over the plan period.            		  "
2021-06-11,"Better debt ratios, regulatory comfort place NTPC, NHPC at an advantage over private players            		  "
2021-06-11,There has been no official word from the party on these deliberations.            		  
2021-06-11,"Responding to a question on the denial to Covaxin, NITI Aayog member (Health) V K Paul said each country has its own regulatory system which India respects            		  "
2021-06-11,"City can now get classified in level 2 as per Maharashtra govt's unlock rules; malls, cinemas may be allowed to run at 50% capacity            		  "
2021-06-11,The London-based Quacquarelli Symonds (QS) has released the QS World University Ranking 2022 recently.            		  
2021-06-11,"Shares of SAIL on Friday rose by 5 per cent after the company posted a 31 per cent jump in its consolidated net profit for the quarter ended March 31, 2021.            		  "
2021-06-11,"The India Meteorological Department (IMD) on Friday issued an orange alert, predicting heavy rains with thunderstorm in 11 districts of Madhya Pradesh, as southwest monsoon advanced into the state.            		  "
2021-06-11,"The prospect of a compensation will incentivise reporting of deaths and ensure we get more accurate statistics. It will also act as pressure and force govts to control the situation, writes T N Ninan            		  "
2021-06-11,"The advertisement revenues for the year was at Rs 994.03 crore as against Rs 1,336.91crore for the previous year            		  "
2021-06-11,"On March 8, Delhi had recorded 239 cases and on March 9, the tally was 320            		  "
2021-06-11,A new quick reply bar has also been added            		  
2021-06-11,"According to the guidelines, all industries have been permitted to operate with 50 per cent staff strength, but garment industries, with only 30 per cent.            		  "
2021-06-11,Company execs say move would increase volume of trade on CIL's e-auction platform            		  
2021-06-11,The Centre underlined that breaking the chain of transmission ensures lesser strain on the health infrastructure and better quality of care.            		  
2021-06-11,"The vaccine has previously been linked to rare blood clots, but health officials say its benefits still outweigh the small risks.            		  "
2021-06-11,The visit is slated for July 15            		  
2021-06-11,-            		  
2021-06-11,Forex reserves rose by $6.842 billion in the week ended June 4            		  
2021-06-11,.            		  
2021-06-11,.            		  
2021-06-11,-            		  
2021-06-11,The latest data also indicates that over 90 per cent of new Covid-19 cases in the UK are now the Delta variant            		  
2021-06-11,"DLF had posted a net loss of Rs 1,857.76 crore in the year-ago period.            		  "
2021-06-11,"Manufacturing sector output, which accounts for more than three-fourths of the entire index, registered a growth of nearly 200 per cent            		  "
2021-06-11,"Late in the first half, Eriksen collapsed on the sideline and was soon surrounded by emergency personnel. Danish mid-fielder Eriksen has taken to the hospital and been stablised.            		  "
2021-06-11,It is a collateral-free offering under which a maximum of Rs 5 lakh can be extended for 5 years            		  
2021-06-11,Indian steel still quotes at a 20-25% markdown in global prices            		  
2021-06-11,"In 2018, The Trump administration gave its immigration officials more power to reject H-1B visa applications outright.            		  "
2021-06-11,"BSE Sensex hit an all-time-high of 52,641.5 while the broader Nifty50 index claimed 15,835.5-mark in morning deals            		  "
2021-06-11,"The court was hearing a public interest litigation filed by advocates Dhruti Kapadia and Kunal Tiwari, seeking door-to-door vaccination for senior citizens above the age of 75, others            		  "
2021-06-11,"About 10 billion liters of ethanol will be required each year to meet the 20% ethanol-blended fuel standard by 2025, India's Oil Secretary Tarun Kapoor            		  "
2021-06-11,Priyanka Gandhi Vadra on Friday said a lot could have been done on vaccination            		  
2021-06-11,Additional information and data is to be submitted by the firm            		  
2021-06-11,"Kejriwal on Friday said instead of abusing and fighting with state governments, the Centre should work with them.            		  "
2021-06-11,"Priced at Rs 5,790, the HyperX SoloCast is a no-frill microphone perfect for budding content creators and gamers            		  "
2021-06-11,"This year, IIT-K has been ranked as the 277th position in the list            		  "
2021-06-11,The top court said the courts are not experts in financial matters            		  
2021-06-11,"'I have joined TMC today. In the present circumstances, no one will remain in Bharatiya Janata Party,' says Roy            		  "
2021-06-11,Outlook negative; Moody's says reduction in revenue will lead to additional debt being required to complete the airport's expansion            		  
2021-06-11,The domestic currency has lost 27 paise in the last four trading sessions.            		  
2021-06-11,Kishor on Friday called on NCP president Sharad Pawar at the latter's residence            		  
2021-06-11,Leadind smartphone brand OnePlus on Thursday unveiled a new smartphone -- OnePlus Nord CE 5G (Core Edition) -- along with a new smart TV in three sizes and a camera for the Indian consumers            		  
2021-06-11,"Vaio recently launched in India the Vaio SE 14, which is touted to be a premium laptop for everyday use. Is it? Let's find out:            		  "
2021-06-11,"Purohit brings with him 21 years' experience in digital banking and other areas; was earlier with YES Bank, RBL, Barclays and JPMC in leadership roles            		  "
2021-06-11,"Because of its rapid transmission not just in India but in several other countries, the WHO graduated it from a ""variant of interest"" (VOI) to a ""variant of concern"" (VOC)            		  "
2021-06-11,"RBI extends RBIA rules to all deposit taking HFCs and non-deposit taking HFCs with assets above Rs 5,000 cr with effect from June 30, 2022            		  "
2021-06-11,"On paper, the boAt Rockerz 330 seems to be a value for money earphones. Are they? Let's find out:            		  "
2021-06-11,The Competition Commission of India (CCI) announced a probe in January 2020 into Amazon and Flipkart following a complaint from a trader group            		  
2021-06-11,"Around 2.07 p.m., its shares on the BSE were trading at Rs 542.50, lower by Rs 2.55 or 0.47 per cent from its previous close.            		  "
2021-06-11,"""WazirX is yet to receive any show-cause notice from the Enforcement Directorate as mentioned in today's media reports. WazirX is in compliance with all applicable laws,"" the company said.            		  "
2021-06-11,"In tackling racism, the alleged gentleman's game can learn from the working class sport of football            		  "
2021-06-11,Dodla Dairy is a leading dairy company in south India            		  
2021-06-11,"The Pune-based firm, which has a presence across many verticals like diagnostics, food safety, agriculture and veterinary medicine            		  "
2021-06-11,"Hyderabad-based Dodla Dairy and Krishna Institute of Medical Sciences announced their Rs 520-crore and Rs 2,144-crore IPOs on Friday            		  "
2021-06-11,The custody has been extended till June 25            		  
2021-06-11,"BJP national general secretary Arun Singh's statement ruling out his replacement  has given him ""more strength"", Karnataka Chief Minister  B S Yediyurappa said            		  "
2021-06-11,Shares were mostly higher in Europe and Asia on Friday after the S&P 500 index notched another record high            		  
2021-06-11,Former Rajasthan deputy chief minister Sachin Pilot on Friday refuted claims made by BJP leader Rita Bahuguna Joshi that she had spoken to him about joining the saffron camp.            		  
2021-06-11,The development assumes significance as the current inventory of coal behemoth is little over 70 million tonnes (MT).            		  
2021-06-11,He was hospitalised due to episodes of breathlessness.            		  
2021-06-11,Pune mayor Murlidhar Mohol said the positivity rate in the civic limits of Pune has been at 4.95 per cent for one week.            		  
2021-06-11,"The Group of Seven leaders are set to call for a fresh, transparent, WHO convened study into the origins of this virus, according to a draft statement.            		  "
2021-06-11,"The uber rich and corporate exec are buying holiday homes by the hillside, seaside, or retreats closer to their city houses, where they can live and work peacefully amid less noise and pollution            		  "
2021-06-11,Marksans Pharma and Novartis India from the S&P BSE Healthcare index zoomed 20 per cent each            		  
2021-06-11,"However, a majority is critical of government policies: study            		  "
2021-06-11,"Tata Motors offers a comprehensive range of ambulances -- from Magic Express Ambulance, Winger Ambulance and LP410 Ambulance with double stretcher.            		  "
2021-06-11,"The MSCI world equity index, which tracks shares in 49 countries, gained 0.1%. Wall Street futures were flat.            		  "
2021-06-11,The test has been put off by a month            		  
2021-06-11,Over 3.8 million doses will be received by the states within the next three days: Centre            		  
2021-06-11,TCS to onboard 70 employees of Virgin Atlantic into the company            		  
2021-06-11,The England and Wales Cricket Board is gearing up for more withdrawals in wake of the challenges posed by Covid            		  
2021-06-11,India is set to play New Zealand in the final of the World Test Championship            		  
2021-06-11,"Collection efficiency of MFIs likely to drop to 75-80% in May, from 90-95% in March, creating asset quality pressures            		  "
2021-06-11,Timelines will be delayed; firm has received EUSs from 14 other countries            		  
2021-06-11,The Centre had approved the scheme to boost domestic manufacturing of solar Photo Voltaic (PV) modules            		  
2021-06-11,"Kohli has continued his association with Audi India, the German luxury automobiles manufacturer.            		  "
2021-06-11,"Olympic-bound star Indian javelin thrower Neeraj Chopra came up with a best effort of 83.18m to win an event in Lisbon, Portugal in his first international competition after more than a year.            		  "
2021-06-11,Roy is the BJP national vice president            		  
2021-06-11,Robinson was suspended from international cricket following resurfacing of his old racist and sexist tweets            		  
2021-06-11,"GDP, according to their estimates, is likely to contract by 4.3 per cent quarter-on-quarter (q-o-q) in Q2, much smaller than during the first wave (-24.7 per cent)            		  "
2021-06-11,"Credited for creating India's talent pool at the under-19 and A level, Former captain Rahul Dravid says as his stint as coach, he made sure that every cricketer who toured got a game unlike his days.            		  "
2021-06-11,Indian table tennis contingent's Olympic preparations got a much needed boost when spaddler Manika Batra agreed to join the national camp in Sonepat to train with mixed doubles partner Sharath Kamal.            		  
2021-06-11,Olympic-bound young Indian wrestler Anshu Malik on Friday withdrew from the Poland Open after catching fever and will be in isolation as a precautionary measure till she gets her COVID-19 test report.            		  
2021-06-11,"UK economic growth accelerated in April, Moderna seeks US nod for its vaccine use in adolescents, and other pandemic-related news across the globe            		  "
2021-06-11,"The IEA shocked the energy industry with its ""Net Zero by 2050"" report on May 18            		  "
2021-06-11,"India has so far administered 246,085,649 vaccine doses. That is 840.60 per cent of its total caseload, and 17.16 per cent of its population            		  "
2021-06-11,National Highways Authority of India (NHAI) declared the company a non-performer and prohibited from participating in the ongoing and future bids for the road projects            		  
2021-06-11,"As many as 117,000 health workers to be trained for possible third wave, Centre dismisses reports that Co-Win was hacked, and more-news relevant to India's fight against the pandemic            		  "
2021-06-11,"Brent crude futures edged down 4 cents, or 0.06%, to $72.48 a barrel at 0658 GMT            		  "
2021-06-11,The technology giant started manufacturing iPhones in India in 2017 with iPhone SE.            		  
2021-06-11,"Sales fell to 88,045 units            		  "
2021-06-11,"Didi, one of the largest investments in SoftBank Group Corp.'s portfolio, accelerated its listing plans after its business rebounded as the coronavirus pandemic ebbed in China.            		  "
2021-06-11,Virgin is one of the UK's leading airlines            		  
2021-06-11,"The US regulator had earlier communicated that no new EUAs will be approved for Covid vaccines, says Hyderabad-based vaccine maker            		  "
2021-06-11,"With the dismissal of Young, the day's play ended, so a new batsman will take guard on Saturday morning along with Taylor. Check England vs New Zealand video highlights here            		  "
2021-06-11,"China is a ""pacing challenge"" to the US, Defence Secretary Llyod Austin said            		  "
2021-06-11,"A total 10 stocks including Mastek, Mindtree, Happiest Minds Technologies, Mphasis and Coforge too hit their new highs in Friday's intra-day deals            		  "
2021-06-11,"US gold futures rose 0.4% to $1,903.90 per ounce.            		  "
2021-06-11,Shares were mostly higher in Asia on Friday after the S&P 500 index notched another record high            		  
2021-06-11,"If all goes according to plan, Israel will swear in a new government on Sunday            		  "
2021-06-11,ED initiated the FEMA investigation on the basis of an ongoing money laundering probe into Chinese-owned 'illegal' online betting applications            		  
2021-06-11,It's almost one year since the bitter Galwan valley clash between India and China took place            		  
2021-06-11,"Steel giant SAIL on Friday posted a 31 per cent jump in its consolidated net profit at Rs 3,469.88 crore for the quarter ended March 31, 2021, mainly on account of higher income.            		  "
2021-06-11,PhD degree of former German Minister for Family Affairs Franziska Giffey had her doctoral was revoked after an investigation into her doctoral thesis on European politics found evidence of plagiarism            		  
2021-06-11,"February 7 disaster in Chamoli district, that resulted in over 200 dead or missing, was result of an avalanche that dropped about 27 mn cubic metres of rock and glacier ice from nearby Ronti Peak            		  "
2021-06-11,"May received the second highest rainfall in 121 years, the India Meteorological Department (IMD) said in its monthly report            		  "
2021-06-11,"The US budget deficit soared to $2.1 trillion during the first eight months of fiscal year 2021, which ends on September 30, the Treasury Department reported            		  "
2021-06-11,"The Yogi Adityanath government in Uttar Pradesh has transferred 10 senior IPS officers, who were attached to the police headquarters in Lucknow            		  "
2021-06-11,"Sugar mills in India have exported 4.25 million tonnes of the sweetener so far in the ongoing 2020-21 marketing year ending September, with maximum shipments to Indonesia, trade body AISTA said            		  "
2021-06-11,Uttar Pradesh Chief Minister Yogi Aditynath is meeting Prime Minister Narendra Modi to apprise him about political situation in the state and steps taken to control the second wave of Covid pandemic            		  
2021-06-11,"US investment bank Goldman Sachs expects Brent crude prices to reach $80 per barrel this summer, betting that a recent oil market rally will continue            		  "
2021-06-11,"Copa America 2021 will kick start on June 14 from 2:30 am IST. Sony Sports Network will live telecast Copa America in India. Check Copa America groups, squads, match timing and live streaming in India            		  "
2021-06-11,"Congress leaders and party workers on Friday held symbolic protests at petrol pumps in several parts of the city, demanding a complete rollback of fuel price hike.            		  "
2021-06-11,The Supreme Court Friday said it is shocking that former Mumbai Police Commissioner Param Bir Singh is now stating that he has no trust in state police            		  
2021-06-11,Japan Airlines and Tokyo's Haneda Airport climbs to the top for punctuality as aviation starts picking up.            		  
2021-06-11,"China has passed a new legislation that bans defamation of military personnel, adding an array of legal tools to its 2018 law under which a Chinese popular blogger was punished            		  "
2021-06-11,"The Antigua and Barbuda Cabinet held a brief discussion into Indian fugitive businessman Mehul Choksi's abduction claim, as well as on decisions rendered by Magistrate and the High Court of Dominica            		  "
2021-06-11,"The crisis in the global shipping industry has been largely on the back of uneven post-Covid recoveries of the major importing and exporting countries, according to a report by Drip Capital            		  "
2021-06-11,US bond yields dipped to three-month lows and a broad gauge of Asian shares rose on Friday as investors looked past rising US consumer prices            		  
2021-06-11,"Nifty 500 and Nifty Mid-cap 100 index have already seen a surge of over 2.50 and 6 per cent respectively, in the current month            		  "
2021-06-11,"Spot gold was up 0.1% at $1,900.10 per ounce, as of 0518 GMT            		  "
2021-06-11,"Researchers and governments want to smash vaccine development records, harnessing technologies such as messenger RNA.            		  "
2021-06-11,"Brent crude futures fell 16 cents, or 0.22%, to $72.36 a barrel at 0558 GMT, after closing at its highest since May 2019 on Thursday            		  "
2021-06-11,"Inside the first new auto assembly plant built in the Motor City since 1991, the smell of hot metal hangs in the air as new Jeep Grand Cherokee L SUVs head down the welding line            		  "
2021-06-11,"With the second wave of Covid-19 receding and the monsoon season around the corner, the Yogi Adityanath government is now gearing up to combat water-borne diseases, such as encephalitis and malaria            		  "
2021-06-11,The management of Bajaj Finance in a mid-quarter update indicated some adverse impact of Covid-19-related fresh lockdowns on business during the April-June quarter (Q1FY22)            		  
2021-06-11,IT major Wipro on Friday said it has appointed Anup Purohit as its chief information officer (CIO)            		  
2021-06-11,"If China is to meet its tentative goal of vaccinating 80% of its population against the coronavirus by the end of the year, tens of millions of children may have to start rolling up their sleeves            		  "
2021-06-11,The common man continues to face the heat from rising fuel prices as oil marketing companies once again decided to pass on the rise in global oil rates to consumers on Friday            		  
2021-06-11,The Delhi Police Crime Branch has arrested a close aide of Olympic medallist Sushil Kumar in connection with the Chhatrasal Stadium brawl in which a wrestler died and his two friends were injured            		  
2021-06-11,A bipartisan group of senators is eyeing an infrastructure deal with $579 billion in new spending as negotiators try to strike a nearly $1 trillion deal on Biden's top priority            		  
2021-06-11,"Biophore India Pharmaceuticals on Friday said it has applied to the Drugs Controller General of India (DCGI) for obtaining emergency-use approval for Aviptadil, used in Covid treatment            		  "
2021-06-11,"Japan's relations with Taiwan are non-governmental and practical, based on the one country, two systems policy that recognises China as the sole legitimate government, a top Japanese official said            		  "
2021-06-11,"US FDA has ""recommended"" Ocugen Inc, the US partner of  the Indian vaccine maker, to go for Biologics Licence  Application route with additional data, nixinghopes of  Emergency Use Authorisation            		  "
2021-06-11,"The company announced 1:1 bonus issue, dividend of Rs 200 per share and stock split from Rs 5 to Rs 2.            		  "
2021-06-11,"India is a massive market for US tech giants, biggest for both Facebook and WhatsApp by user numbers and third for Twitter            		  "
2021-06-11,"The daily Covid-19 count in India remained below the one-lakh mark for the fourth consecutive day with the country reporting 91,702 fresh cases, while the daily  positivity rate dropped to 4.49%            		  "
2021-06-11,"The Delhi government has allowed home delivery of liquor through mobile apps and websites under the amended excise rules, which will come into force from Friday.            		  "
2021-06-11,"Model S Plaid has a range of roughly 400 miles per charge, a top speed of 200 miles per hour and can go from 0 to 60 mph in under 2 seconds.            		  "
2021-06-11,"Coal India reported strong offtake in dispatches, with volumes at 55.1mt, registering a 37.6 per cent year on year (YoY) increase in May 2021.            		  "
2021-06-11,"Prime Minister Narendra Modi will address a virtual high-level dialogue on desertification, land degradation and drought at the UN convened by the President of the General Assembly next week            		  "
2021-06-11,"The overall global Covid-19 caseload has topped 174.7 million, while the deaths have surged to more than 3.76 million, according to the Johns Hopkins University.            		  "
2021-06-11,"In Q4FY21, the company's revenues grew 19.3 per cent QoQ in constant currency terms and 19.7 per cent QoQ in reported terms            		  "
2021-06-11,"Vaccinations opened up from May 1 for people aged between 18 and 45, leading to a surge in sign-ups. But there was no corresponding increase in vaccine supplies.            		  "
2021-06-11,The outgoing chief of Israel's Mossad intelligence service has offered the closest acknowledgment yet his country was behind recent attacks targeting Iran's nuclear programme and a military scientist            		  
2021-06-11,PayPay is emerging as key driver of a government-supported consumer shift away from cash as Japan grapples with deepening labour shortages            		  
2021-06-11,"As G7 involves some of the largest economies in the world, there is greater acknowledgment that the glaring differences in economic security have spilled over to impact health security            		  "
2021-06-11,Japan's trade minister said he never directed an adviser to contact Toshiba shareholders after a report accused his ministry of colluding with firm executives to pressure stockholders to fall in line            		  
2021-06-11,Lack of means to record their preferred gender identities means that many Indians who identify as transgender are excluded from various social security benefits.            		  
2021-06-11,The annual Rath Yatra of Lord Shree Jagannath in Puri will be held this year and  servitors who have received vaccine shots and test negative for Covid-19 will be allowed to attend rituals            		  
2021-06-11,"A total of 57 companies are slated to post their quarterly numbers today, including BEML, BHEL, Cochin Shipyard, DLF and Edelweiss Financial Services            		  "
2021-06-11,"Brent crude futures fell 23 cents, or 0.3%, to $72.29 a barrel at 0145 GMT, reversing most of Thursday's climb to its highest close since May 2019            		  "
2021-06-11,"Central bankers know how to raise benchmark interest rates, but they have less experience in calibrating the exit from quantitative easing.            		  "
2021-06-11,"Jubilant FoodWork's stock price is forming bullish higher top, higher bottom formation on the weekly and monthly charts            		  "
2021-06-11,Industry-backed study shows one environment impact of streaming is smaller than some estimates in the past.            		  
2021-06-11,"PowerGrid has witnessed a breakout and is placed at its lifetime high zone, indicating inherent strength in the counter            		  "
2021-06-11,"A total of 57 companies are slated to post their quarterly numbers today, including BEML, BHEL, Cochin Shipyard, DLF and Edelweiss Financial Services            		  "
2021-06-11,The world's largest telecommunications equipment maker is looking to diversify its business in the face of US sanctions            		  
2021-06-11,"Backed by firm global cues, the frontline S&P BSE Sensex hit an all-time-high of 52,641.5 while the broader Nifty50 index claimed 15,835.5-mark in morning deals            		  "
2021-06-11,"The companies could be asked to commit to channeling the tax relief into boosting production from ageing fields, which would yield longer-term dividend for the government coffers            		  "
2021-06-11,"Describing China as a pacing challenge, US Defence Secretary Llyod Austin said Beijing's ""aggressive behaviour"" in the Indo-Pacific could spark a crisis in the region            		  "
2021-06-11,"Big banks appear to be on the defensive against digital competitors, but they continue to hold the reins to large-scale credit.            		  "
2021-06-11,Business Standard brings you top news on Friday            		  
2021-06-11,Didi could raise around $10 billion and seek a valuation of close to $100 billion            		  
2021-06-11,"Congressman Raja Krishnamoorthi has said that donating 500 million doses of anti-coronavirus vaccine to the world,  was not enough and the United States should do more            		  "
2021-06-11,"Coronavirus live updates: Tamil Nadu recorded 16,813 cases in the last 24 hours. Kerala registered 14,424 infections, Maharashtra 12,207, Karnataka 11,042, Delhi 305. Stay tuned for corona-related new            		  "
2021-06-11,"May's inflation drivers appear to be temporary, fitting in with Federal Reserve Chair Jerome Powell's repeated assertion that higher inflation will be transitory            		  "
2021-06-11,"A US senator slammed top American companies including Amazon, Nike and Apple for using forced labour from China, accusing them of making Americans complicit in Beijing crimes against Uyghurs            		  "
2021-06-11,"Apple Inc has hired Ulrich Kranz, a former senior executive at BMW AG's electric car division, to help its vehicle initiatives            		  "
2021-06-11,Gold gained again on Friday after trading flat a day ago while silver prices remained unchanged            		  
2021-06-11,Emmanuel Macron has announced the future reduction of France's military presence fighting Islamic extremism in Africa's Sahel region            		  
