Date,Headline
2017-05-29,Missed loan payments force banks to red flag Anil Ambani's Reliance Communications
2020-02-28,"Reliance Jio’s ₹3,000 smartphone will have to overcome brittleness, heated batteries and more"
2020-03-20,Reliance shares bounce back after Ambani family raises stake marginally
2020-03-19,"Mukesh Ambani, wife, children marginally raise shares in Reliance"
2019-12-13,Reliance Industries' latest acquisition takes Mukesh Ambani closer to e-commerce launch
2020-04-29,WhatsApp has reportedly listed giving loans as a ‘main’ objective— and it could be a big feature in Facebook and Reliance Jio’s partnership
2020-04-28,"Reliance to consider rights issue, dividend on Thursday"
2020-09-10,"India's largest company, Reliance Industries, has reportedly offered Amazon a 40% stake in its retail arm for $20 billion"
2021-04-25,"COVID crisis, Reliance earnings, a mid-week market holiday — all the things that might affect Sensex next 5 days"
2021-04-23,Tesla hires former Reliance top exec Chithra Thomas as its HR head for India
2020-04-13,Reliance Foundation Hospital rewards medical personnel with extra pay
2020-04-13,A new research report says Vodafone Idea has to increase tariff by 39% to survive – and that will be a bounty for Reliance Jio and Airtel
2020-06-08,EXCLUSIVE: Reliance Jio may have to pick between Google and Microsoft for its final tranche of investments
2020-06-08,Reliance Industries shares jump nearly 3 pc on AIDA deal
2021-01-06,"Reliance General Insurance launches a new film with its mascot 'BroBot,' a 3D robot with a heart"
2020-07-15,Ambani says received strong interest from strategic investors for Reliance Retail
2020-06-23,Oil refineries improve run rate; Reliance cuts crude processing for 3rd straight month
2020-06-23,Home broadband bills could come down if government cuts its share⁠ — big boost for Reliance Jio and Airtel
2021-04-23,Tesla hires former Reliance top exec Chithra Thomas as its HR head for India
2021-04-23,Mukesh Ambani's Reliance Industries buys Britain's iconic country club Stoke Park for ₹592 crore
2021-04-20,"Reliance Industries Limited provides 700 tonnes oxygen to Gujarat, Maharashtra, Madhya Pradesh, Daman & Diu and Dadra & Nagar daily, says official sources"
2020-05-20,US should end reliance on China: Haley
2020-05-19,Reliance to use 3/4th of the rights issue to repay debt
2020-11-02,Reliance stock tanks over 7% post earnings to lowest in 3 months — here's what brokerages are saying
2016-11-11,Call drops on Reliance Jio reduces as top rival players release additional interconnection points
2016-11-06,Partners of Reliance might be joining arbitration in $1.55 bn gas row
2017-01-23,Mukesh Ambani is going to make one of the biggest offshore debt issues to raise $2.25 billion for Reliance Jio
2016-09-29,"Reliance Jio terms COAI’s ‘backdoor’ entry comment defamatory, demands apology, warns legal action "
2020-05-05,Both Silver Lake and Mukesh Ambani hope that Reliance Jio will replicate Alibaba's magic⁠ — and this time Zuckerberg will get a chunk
2020-05-05,Airtel shares set for a catch up rally after Reliance Jio takes a huge valuation lead
2017-02-21,"15 crucial points Mukesh Ambani made while unleashing Reliance Jio freebies, prime membership"
2016-09-13,"Airtel, Idea, Vodafone may give additional points of intersection to Reliance Jio but only on one condition"
2019-10-01,Reliance cuts JioPhone price to ₹699 bundled with free data worth ₹700
2019-09-30,Anil Ambani’s Reliance Capital repays ₹72.6 crore loans; stock tanks
2019-03-07,The government of Singapore backs Airtel in the battle for dominance against Mukesh Ambani's Reliance Jio
2019-07-25,"Mukesh Ambani’s Reliance Jio wins again, government okays fine of ₹30.5 billion from Vodafone Idea, Airtel"
2019-07-19,Reliance Retail's discounts may get better as the company grows bigger
2020-01-17,"Reliance Jio net profit jumps 62.5% to Rs 1,350 cr in Dec qtr"
2020-01-17,"Reliance Retail pre-tax profit rises 62.3% to Rs 2,727 crore"
2017-05-18,"Airtel, Reliance Jio to extend their pricing war in broadband space now"
2017-05-12,"Reliance Jio cries cartelisation by Airtel, Vodafone and Idea; regulator orders probe"
2020-02-24,From Royal Enfield to Reliance Industries – Nadella lists out how Indian companies are using Microsoft products
2020-03-19,Reliance Industries initiates work-from-home for staff amid Covid-19 outbreak
2019-12-10,Reliance to see ROCE rise to 11 pc in 2 years
2020-04-28,Reliance Industries shareholders may get dividend payout as it to considers rights issue at April 30 board meeting
2020-04-27,Reliance starts using WhatsApp for grocery deliveries but model to evolve
2020-09-10,"Top stock movers — Bank of Baroda, Reliance Industries, Future Retail, HUL, ICICI Bank, SBI, HDFC Bank, Bharat Dynamics, Tata Motors and more"
2021-04-23,Mukesh Ambani's Reliance Industries buys Britain's iconic country club Stoke Park for ₹592 crore
2020-04-12,Marine red algae may hold key to preventing spread of COVID-19: Reliance researchers
2020-06-07,"Reliance raises ₹5,683 crore from AIDA - 8th deal for Jio Platforms in less than seven weeks"
2021-01-05,Punjab and Haryana High Court issues notice to state and Centre on Reliance Jio's plea on telecom tower damage
2020-07-14,"Reliance Jio added over 46 lakh customer in March while Airtel, Vodafone continue to dip"
2020-06-22,Reliance to hold virtual AGM on July 15
2021-04-23,Mukesh Ambani's Reliance Industries buys Britain's iconic country club Stoke Park for ₹592 crore
2021-04-19,"Almost nine months later, Future Retail-Reliance deal continues to hang in balance as Supreme Court stays further proceedings with Amazon"
2020-05-18,Reliance Industries shares close over 1 pc lower at close of trade
2020-05-18,Reliance Industries shares gain nearly 2% after General Atlantic deal
2020-10-31,Reliance Jio beats Vodafone-Idea but falls well short of Airtel’s revenue growth in the September quarter
2020-10-31,Reliance Retail clocks nearly as much revenue as a year earlier as COVID shock abates ⁠— but the Amazon threat looms
2016-11-04,Government slaps $1.55 billion penalty on Reliance Industries
2017-01-19,Reliance Jio is preparing new tariff plan after freebies get over and it could be as low as Rs 100
2016-09-28,"To combat Reliance Jio, Airtel makes incoming calls on international roaming free"
2020-05-04,Rights issue credit positive for Reliance; to result in debt reduction: Moody's
2020-05-04,Reliance Industries shares fall over 2 pc on Q4 earnings
2017-02-20,"Reliance Communications likely to merge with Tatas to take on Vodafone-Idea merger, rising power of Reliance Jio"
2016-09-09,Telecom industry body blames regulator TRAI yet again for siding with Reliance Jio
2019-09-24,Reliance Jio just added an Alexa-like product to its cart via Haptik
2019-01-04,"Two years on, Reliance Jio continues to dominate Indian telecom market, beating global giants"
2018-12-20,Mukesh Ambani’s Reliance Jio decides that it may be too expensive to give brother Anil Ambani’s RCom a lifeline after all
2019-07-19,Reliance Jio’s 330 million subscribers boost revenue by 5.4% compared to 3 months ago
2019-07-19,"Reliance Jio raises ₹ 25,215 crore from Canadian fund Brookfield to repay debt"
2020-01-17,"Not just mobile services, even Reliance petrol pumps will have 'Jio' brand on them"
2017-04-27,Reliance Jio’s offers force TRAI to frame a rule. Here it is
2020-02-24,"Reliance Industries will have $20 billion more by end of FY21, predicts UBS research"
2020-02-21,Reliance rejig of media business makes Sony deal less likely: Experts
2020-03-19,Mukesh Ambani's Reliance Jio passes on some of its debt to parent company
2020-03-18,Reliance initiates work from home protocol; to man critical services with minimum workforce
2019-12-10,"Mukesh Ambani’s Reliance, Jet Airways and other top newsmakers of 2019"
2019-12-07,Airtel's new 399 plans with 56 days validity becomes cheaper than that of Reliance Jio plan at same price
2020-04-25,HDFC pulls in Reliance Capital's pledges to acquire 6.43% stake in the company
2020-04-24,"PM Modi says self-reliance biggest lesson from pandemic, hails grit and wisdom of rural India"
2020-09-09,Reliance Retail raises $1 billion from Silver Lake valuing the chain at $57 billion
2021-04-20,"Reliance Industries Limited provides 700 tonnes oxygen to Gujarat, Maharashtra, Madhya Pradesh, Daman & Diu and Dadra & Nagar daily, says official sources"
2021-04-19,"Almost nine months later, Future Retail-Reliance deal continues to hang in balance as Supreme Court stays further proceedings with Amazon"
2020-04-10,"COVID-19 relief: RIL,Reliance Foundation donate Rs 5cr to CMRF"
2020-06-07,Reliance Jio offers 1-year complimentary Disney+ Hotstar VIP subscription to prepaid users
2020-06-05,Reliance Industries shares close flat
2021-01-05,"Telecom tower damage: HC issues notice to Punjab, Centre on Reliance Jio plea"
2020-07-13,"Reliance 1st online AGM to feature brand-new virtual platform, Chatbot"
2020-07-13,Sensex rallies over 400 pts; Reliance hits fresh peak
2020-06-22,Reliance Industries becomes first Indian firm to hit USD 150 bn market cap
2021-04-20,"Reliance Industries Limited provides 700 tonnes oxygen to Gujarat, Maharashtra, Madhya Pradesh, Daman & Diu and Dadra & Nagar daily, says official sources"
2021-04-09,"Sensex drops over 150 points - Bajaj Finance, Asian Paints, ICICI Bank, Kotak Bank, HDFC Bank and Reliance Industries down"
2020-05-17,"Reliance strikes 4th deal, sells 1.34 pc in Jio Platforms for 6,598.38 cr to General Atlantic"
2020-05-17,"Reliance strikes 4th, sells 1.34 pc in Jio Platforms for 6,598.38 cr to General Atlantic"
2020-10-21,Netflix admits it needs to catch up in India — 'We're working with local partners like Reliance Jio'
2020-10-21,"Top stock movers — Reliance Industries, Vedanta, Britannia, Prabhat Dairy, HUL, TCS, L&T Construction and others"
2016-11-04,Reliance Jio customers can finally expect to enjoy Jio's ‘Free Calls for Life’ with no call failures
2016-11-03,Reliance Jio is forcing other telecom operators to think over bundled data and voice call plans
2017-01-17,War between Airtel and Reliance Jio has intensified and this time it is about broadband services
2017-01-16,Mukesh Ambani doesn’t want Reliance Jio to be a small player; is raking in $4.4 billion more in it
2016-09-28,"Videocon may join hands with Reliance Jio, Airtel and BSNL, plans on re-selling data "
2020-05-04,Reliance Industries shares fall over 3 pc after Q4 earnings
2020-05-04,"Reliance Jio’s valuation jumps more than half a billion dollars in just 12 days, thanks to Silver Lake"
2017-02-17,"Telecom industry is facing 20% revenue loss, all thanks to Reliance Jio’s free services"
2017-02-16,Reliance Jio nearing 100 million subscribers mark in just six months; will it be good news for customers too?
2016-09-08,Airtel does not buy Reliance Jio’s “Welcome Offer”. TRAI meeting telcos tomorrow.
2019-09-07,"As Reliance Jio turns three, another telecom venture of Mukesh Ambani is counting down to its end"
2018-11-19,India’s Reliance Industries is reportedly planning to boost the capacity of the world’s largest petroleum refinery by 50%
2018-10-29,The new Prime Minister of Bhutan wants to reduce the nation's reliance on hydropower — and that could be a problem for India
2019-07-19,Mukesh Ambani's Reliance Industries profit grows 6.8% even as refining margin hits the lowest in 18 quarters
2019-07-19,"Today’s top tech news: Porn is hurting the environment, Reliance Jio overtakes Airtel, and FaceApp becomes the number one app Android and iOS"
2020-01-17,Consumption slowdown? Reliance Retail posts a 62% jump in pre-tax profits
2017-04-24,Not a ‘Summer Surprise for Reliance Jio as net loss widens to Rs. 22.5 cr in October-March
2017-04-19,Reliance Jio submits Dhan Dhana Dhan tariffs with TRAI
2017-04-18,"Here’s how the work environment at Reliance, Tata and other big companies. These are the perks employees enjoy"
2020-02-17,Reliance Infra shares rise 10 pc on strong results
2020-02-17,Reliance Infra shares rise 5 pc on strong results
2020-03-18,TCS again overtakes Reliance Industries to become most valued firm by market capitilisation
2020-03-18,"Now, BSNL, MTNL want to wage a tariff war and Reliance Jio is fighting to stop it"
2020-03-16,The last time you could buy Reliance Industries share below ₹1000 a piece was in mid-2018
2019-12-03,"Airtel, Vodafone Idea and Reliance Jio have all announced tariffs hikes to combat rising losses"
2019-11-29,"Reliance Jio likely to bag Reliance Infra's mobile tower, optical fibre for Rs 3,600 cr"
2019-11-28,Reliance Industries first Indian firm to hit Rs 10 lakh Cr Mark
2020-04-24,"PM says self-reliance biggest lesson from pandemic, hails 'Do Gaz Ki Doori' mantra to combat virus"
2020-04-24,From Reliance’s JioMart to Amazon and startups all line up to serve kiranas – India’s mom n pop stores
2020-09-09,"Top stock movers — Reliance Industries, Future Retail, Wipro, Asian Paints, IDBI Bank, Bharat Dynamics, Future Consumer and more"
2020-09-08,"Top stock movers — Future Retail, IRCTC, Reliance Industries, Tech Mahindra, HCL, Infosys, Future Enterprises and more"
2021-04-09,"Sensex drops over 150 points - Bajaj Finance, Asian Paints, ICICI Bank, Kotak Bank, HDFC Bank and Reliance Industries down"
2021-04-08,"Reliance Industries, Bharti Airtel, Wipro and other stocks to watch out for on April 8"
2020-04-09,How to earn money from Reliance Jio's new app JioPOS Lite
2020-04-08,Reliance General Insurance launches COVID-19 protection insurance cover
2020-04-08,Reliance Jio vs Airtel vs Vodafone Idea best 3GB data per day plans
2020-06-05,Reliance Industries market value crosses ₹10 lakh crore thanks to Jio's deal with Mubadala
2020-06-05,Reliance Industries shares hit 52-wk high after Abu Dhabi's Mubadala deal
2021-01-04,Reliance says it has 'absolutely no plan' to enter contract farming — urges government to stop vandalism amidst ongoing farmers' protests
2021-01-04,"Reliance Jio moves HC against damage to infra, forcible closure of stores"
2021-01-02,SEBI imposes penalty on Mukesh Ambani and Reliance Industries for manipulative trading
2021-04-19,"Almost nine months later, Future Retail-Reliance deal continues to hang in balance as Supreme Court stays further proceedings with Amazon"
2021-04-09,"Sensex drops over 150 points - Bajaj Finance, Asian Paints, ICICI Bank, Kotak Bank, HDFC Bank and Reliance Industries down"
2021-04-08,"Reliance Industries, Bharti Airtel, Wipro and other stocks to watch out for on April 8"
2021-04-08,"Reliance Industries, Bharti Airtel, Wipro and other stocks to watch out for on April 8"
2021-04-07,"Sensex jumps 200 points in early trade; Nifty tests 14,750 —Reliance Industries, Bharti Airtel, PowerGrid, UltraTech Cement top gainers"
2020-05-16,"Reliance Industries' ₹53,125 crore right issue will kick off on May 20 — you'll have till June 3 to subscribe"
2020-05-15,India does not seek isolationist arrangements when it speaks of self-reliance: Foreign Secy
2020-05-13,"Energy sector players cheer stimulus, says steps towards self-reliance"
2020-10-20,Jeff Bezos and Mukesh Ambani's legal battle - a possible verdict on Monday will decide the fate of Reliance-Future Retail's deal
2020-10-08,Amazon fights for its ‘rights’ in the Future Retail-Reliance deal – sends legal notice to the Kishore Biyani Group
2020-10-07,Reliance share price soars as Mukesh Ambani continues with his fundraising blitzkrieg for retail venture
2016-11-02,"Reliance Jio to install 45,000 mobile towers in 6 months for good consumer experience"
2016-11-02,"Airtel is not in a hurry, will wait and watch Reliance Jio’s tariff plans before changing its rates"
2017-01-14,Here’s how Reliance Jio is still offering free service and not running into losses
2017-01-14,"Reliance Jio to invest Rs 30,000 crore to enhance network coverage"
2016-09-28,"Reliance Jio faces massive deterioration in quality of service, sees 1.6 crore call failures every day with market leader Airtel"
2016-09-27,"Meet Anil Ambani’s son Anmol, new director on Reliance Capital’s board"
2020-05-03,Here's how Reliance Industries right issue may affect the share price
2020-05-01,Mukesh Ambani aims to turn Reliance into zero net debt firm within 8 months
2017-02-16,Reliance Jio users made maximum calls than Vodafone in 2016 but they lasted less than 30 seconds
2017-02-14,Former Reliance Communications CEO Vinod Sawhny joins Yaantra
2016-09-08,"Mukesh Ambani talks about his obsession with tech; competition with Airtel, Idea and why he took so much time to launch Reliance Jio"
2016-09-08,Reliance Jio is going to be the king of content too
2019-09-05,How Reliance Jio Gigafiber broadband will work?
2019-08-29,Reliance Jio will use French defence giant's AI to analyse data and boost marketing
2018-10-23,India's Reliance is teaming up with BP in a move that could send the country's state-owned fuel giants into a tailspin
2018-09-25,Why India’s reliance on state insurance giant LIC to bailout troubled lenders is worrying
2019-07-19,"Today’s top tech news: Porn is hurting the environment, Reliance Jio overtakes Airtel, and FaceApp becomes the number one app Android and iOS"
2019-07-19,Mukesh Ambani’s Reliance Jio beats Airtel to be India’s second biggest telecom network
2020-01-17,"Reliance Jio net profit surges 62.5% to Rs 1,350 cr in Dec qtr"
2020-01-17,Reliance Jio and Reliance Retail boost earnings for Mukesh Ambani-owned RIL
2017-04-18,"Here’s how the work environment at Reliance, Tata and other big companies. These are the perks employees enjoy"
2017-04-16,"Market valuation of six companies lost Rs 47,463 crore: Reliance affected the most"
2017-04-13,"Airtel, Idea, Rcom are not going to be happy with their revenues, thanks to Reliance Jio"
2020-02-14,Reliance Infra net profit up 18 pc to Rs 346 cr in Dec quarter
2020-02-12,Sarthak Behuria joins Reliance to steer fuel retail venture
2020-03-12,The rise and fall of Anil Ambani’s Reliance Communications
2020-03-12,The rise and fall of Anil Ambani’s Reliance Communications
2019-11-28,"Reliance denies selling news media biz to Times Group, says reports false, baseless"
2019-11-28,Four reasons why Mukesh Ambani’s Reliance Industries is now worth ₹10 lakh crore
2020-04-24,India's retail industry will struggle far beyond the lockdown – but Reliance’s JioMart has the ‘muscle’ to power through
2020-04-23,Reliance Group companies' shares worth over Rs 3.3 cr sold through open market transactions
2020-09-07,"Mukesh Ambani's new business initiatives will add a 'third layer of commerce', bringing in more money into Reliance"
2020-09-04,Mukesh Ambani’s plan for Reliance Retail’s $5.7 billion fund raise – Here’s what we know so far
2021-04-07,"Sensex jumps 200 points in early trade; Nifty tests 14,750 —Reliance Industries, Bharti Airtel, PowerGrid, UltraTech Cement top gainers"
2020-04-07,Airtel and Vodafone Idea's annual plans offer better value than Reliance Jio
2021-04-07,"Sensex jumps 200 points in early trade; Nifty tests 14,750 —Reliance Industries, Bharti Airtel, PowerGrid, UltraTech Cement top gainers"
2020-10-06,Reliance Retail secures $750 million from ADIA – Mukesh Ambani has now raised over $5 billion for retail alone
2016-11-01,"Demand for VoLTE devices have jumped up, thanks to Reliance Jio’s 4G launch"
2016-10-27,Battle is on with Reliance Jio; Airtel to unleash aggressive 4G offers
2017-01-12,Sunil Bharti Mittal calls Reliance Jio unfair competition
2017-01-12,"Reliance Jio is set to disrupt another market again, to launch 4G feature phones as low as Rs 999"
2016-09-27,Tariff war started by Reliance Jio is going to hurt revenues of mobile companies. Here’s how
2016-09-26,Reliance Jio vs Telecom Industry: Reliance Jio labelled back door operator
2020-04-30,"Reliance Retail Q4 pre-tax profit rises 33 pc to Rs 2,556 cr"
2017-02-14,"Amidst slugfest, Reliance Jio sends love to Airtel, Idea and Voda this Valentine's day"
2017-02-08,"War of words continue - Reliance Jio says Airtel’s latest statement on PoI is “malicious”, “misleading”, “defamatory”"
2016-09-07,Telecom operators escalate war with Reliance Jio; say they are not obliged to give interconnection points
2016-09-06,Is Reliance Jio fit to be your primary sim yet?
2019-08-28,Mukesh Ambani's strategy with Reliance Jio is avoiding Anil Ambani's mistakes with RCom
2018-08-30,Anil Ambani’s Reliance Infrastructure just got closer to a debt-free future by selling one of its most important businesses
2018-08-03,Amazon reportedly plans to end its reliance on Oracle - but Oracle says Amazon bought $60 million of its tech just a year ago
2018-07-31,Reliance Industries just beat Tata Consultancy Services to become India’s highest-valued company
2019-07-18,Mukesh Ambani's Reliance Industries may get some comfort from Jio and Reliance Retail as profits from petrochemicals may slip
2019-07-15,Mukesh Ambani's Reliance Retail wants to beat Big Bazaar and More before taking on Flipkart and Amazon
2020-01-17,The real story behind Reliance Industries' spectacular $40 billion bull-run
2020-01-13,This Reliance-backed startup will soon let you pause a movie and buy what the actor is wearing
2017-04-08,Here’s the actual reason why Reliance Jio had to scrap extended free services June
2017-04-05,MVNO market might fall face first because of Reliance Jio
2020-02-09,Reliance-BP to auction more gas from KG-D6 block this month
2020-03-12,Reliance Industries' shares plunge over 8 per cent amidst falling oil prices
2019-11-25,Yes Bank sells over 16 lakh shares of Reliance Capital
2020-04-23,Reliance cuts crude processing at Jamnagar SEZ refinery by 24 pc
2020-09-02,The AGR verdict could lead to a Reliance Jio and Airtel duopoly in the Indian telecom sector
2016-10-25,"Indian government just won over $1 billion price dispute with Reliance, British Gas"
2017-01-11,Idea too like Reliance Jio wants to wish its customers a “Happy New Year”
2017-01-10,Here’s how Reliance Jio keeps its loyal employees happy
2016-09-23,Reliance Jio tells incumbent telcos to watch their tone. And now Idea faces Jio’s heat
2017-02-07,"Reliance Jio VS Bharti Airtel - battle ground shifts to CCI, Airtel hits back at Jio"
2017-02-06,"Here’s why Airtel, Reliance Jio should not worry about Vodafone-Idea merger"
2016-09-06,Reliance Jio may extend its free welcome offer as crowds go into frenzy
2019-08-26,Reliance's e-commerce venture is looking to replicate Alibaba's success in India
2018-06-25,Here’s why going public makes sense for Reliance Jio
2019-07-09,Mukesh Ambani’s Reliance Jio speeds up its broadband plan ahead of 5G spectrum auction
2020-01-12,"Forensic audit finds no fraud, fund diversion at Reliance Home Finance"
2017-04-03,Extension of Reliance Jio sops is another nightmare for rival telcos
2017-04-01,"Reliance Jio announces yet another plan for Jio subscribers, hints on bringing in more"
2020-02-06,Reliance says oil purchases from Venezuela in compliance with US sanctions
2020-03-11,Reliance advises Jamnagar residents to avoid online shopping and relatives to keep it Corona-free
2019-11-19,Reliance Jio gets a golden opportunity to hike tariffs and still stay ahead of rivals
2020-09-02,"INTERVIEW: Armed with returns from the Reliance-Netmeds deal, this fund will now invest in two-three more startups before the end of the year"
2016-10-22,"Airtel Vodafone and Idea fined Rs 3,050 crore for failing to provide interconnection to Reliance Jio"
2016-10-22,Reliance Jio will offer free data till December 31 and voice calls to own network lifetime
2016-12-27,Reliance Jio seeks time till December 29 to respond to TRAI's queries
2016-12-27,Airtel is sprucing up its services to counter Reliance Jio. Here’s what it is doing
2016-09-23,Reliance Jio’s app crosses 10 million downloads
2017-02-04,Did Paytm and Reliance Jio take permission before using PM’s photo in commercials?
2016-09-02,Here’s what Airtel and Vodafone have to say to Mukesh Ambani on Reliance Jio's big bang entry
2019-08-22,Anil Ambani’s Reliance Marine is his second company to be declared bankrupt
2017-12-05,Reliance Jio’s ‘smartish’ feature phone will now have a Google Assistant of its own
2019-06-26,"Mukesh Ambani-owned Reliance Jio’s plan to take on Netflix, Amazon Prime, and Hotstar has to wait"
2020-01-08,Reliance Jio now lets you make calls over any Wi-Fi network
2017-03-30,Reliance Jio may announce new set of tariff plans soon to maintain the 100 million subscriber mark
2020-02-05,"Mukesh Ambani's Reliance Jio showcases connected auto solution in telematics, route management and more"
2019-11-19,Reliance Capital Pension's registration under NPS cancelled: PFRDA
2020-09-01,Here’s why Mukesh Ambani bought Future Retail even though Reliance is almost ten times bigger
2016-10-21,India’s telecom regulator says Reliance Jio’s 4G speed is slowest; Here’s what the company said in its defence
2016-12-25,Here’s what Reliance Jio and Airtel would be offering in 2017
2016-09-23,Airtel counters Reliance Jio with a special 90-day free data plan for 4G users
2017-02-03,"Facebook shows strong Q4 growth, all thanks to Reliance Jio Infocomm"
2016-09-02,Reliance Jio has been Mukesh Ambani's 'dream unfulfilled' for decades
2019-08-20,Reliance Jio will take 2 years to meet Mukesh Ambani's 500 million target at the current rate
2017-10-30,Airtel-Reliance Jio battle heats up yet again but on a whole new battleground
2019-06-24,Reliance Jio has added 25 million subscribers in 2019 – that’s an 8% rise while Airtel and Vodafone-Idea have lost ground
2020-01-08,Reliance Jio launches voice and video calling over Wi-Fi
2017-03-30,"Airtel, Vodafone India and Idea’s plea against Reliance Jio is going to fall flat. Here’s why"
2020-02-05,"The Wuhan coronavirus could pose a minor threat to Apple's iPhone business, and it's further evidence of the company's reliance on China"
2019-11-18,Reliance Jio asks TRAI to either reduce or remove IUC charges
2020-09-01,"Vocal for Local - Indian pm lauded of business like paytm, chingari, koo, ask sarkar, kutukikids, reliance jio, patanjali, zoho workplace for their success"
2016-10-21,"Reliance Jio’s ‘free voice calls for life’ offer to continue as Airtel, Vodafone lose battle"
2016-12-19,"Paytm, Airtel and Reliance Jio likely to become India’s most powerful companies in 2017"
2016-09-22,"BSNL set to counter Reliance Jio with free voice calling, cheaper packages soon"
2017-02-02,Reliance Jio ahead in network coverage but trails in 4G speeds: Report
2016-09-02,"Reliance Jio has triggered tariff battle; Idea, Vodafone to strike back with attractive pricing"
2019-08-18,Reliance Jio fired up as Mukesh Ambani joins hands with Satya Nadella’s Microsoft to challenge Jeff Bezos in India
2017-10-16,Reliance Retail is posing the biggest ever threat to Amazon and Flipkart
2019-06-21,Mukesh Ambani’s Reliance Jio may go public next year as debt for discounts starts to bite and 5G era beckons
2020-01-02,"Reliance Jio, Airtel and Vodafone have 10 days to submit their bids for 5G trials while a lot remains undecided"
2020-02-04,Reliance Grp Chairman Anil Ambani's sons resign from RInfra board
2019-11-17,"Essar Steel, Adani, GAIL, HPCL buy bulk of Reliance gas"
2020-08-29,"Reliance Retail acquires Kishore Biyani’s Future Group for ₹25,000 crore in a ‘slump sale’"
2020-08-20,Here’s how Reliance Retail stacks up against some of its global peers – Walmart and Tesco
2016-10-19,"Airtel rolls out new plan to counter Reliance Jio, offers 10GB data at Rs 259"
2016-10-18,"Mukesh Ambani says Airtel, Vodafone are ragging Reliance Jio as it is a new comer"
2016-12-15,"Netflix in talks with Reliance Jio, Airtel and others for seamless streaming experience for its Indian consumers"
2016-12-13,Watch out for the PokeStops as Reliance Jio brings Pokemon Go in India
2016-09-21,"Airtel’s Sunil Mittal says points of interconnect have been issued to Reliance Jio, sufficient to service 32 million customers"
2017-01-31,Airtel takes a jab at Reliance Jio over the proposed alliance between Vodafone and Idea
2017-01-30,"Reliance Jio accuses Airtel of misleading ads, asks TRAI to impose heavy penalty"
2016-09-01,Here's how Mukesh Ambani's Reliance Jio is the biggest disruption for the Telecom Industry
2019-08-14,"Expect a Spielberg-Netflix kinda war in Bollywood after Reliance Jio’s ‘first day, first show’"
2019-08-13,The best day for Mukesh Ambani's Reliance Industries in a decade was a bad one for its rivals
2017-08-16,Reliance Jio may give you part refund on JioPhone before 3-year lock-in period. Here are the details
2019-06-19,"How to check Mobile Number from SIM - Airtel, Jio, Vodafone, Idea, BSNL, Reliance USSD codes"
2019-06-18,Reliance Jio wins another fight – Airtel and Vodafone Idea may have to cough up ₹30.5 billion in fine
2019-12-31,"Reliance’s e-commerce venture JioMart makes a silent debut, calls for pre-registrations"
2020-02-03,D1/D3 gas field in Reliance's KG-D6 block shuts down
2020-01-28,Yes Bank sells shares worth Rs 5.7 cr in Reliance Power
2019-11-15,Netflix's content boss Ted Sarandos says Disney Plus' reliance on franchises could lead to 'a melting ice cube of interest'
2019-11-13,Bharti Airtel treads where Reliance Jio is measuring its steps – RCom’s assets
2016-10-17,"Reliance Jio accuses Vodafone, Idea of violating Trai norms, asks for more interconnection ports"
2016-10-13,Airtel counters Reliance Jio: Gives MyAirtel app a makeover
2016-12-08,"Airtel attempts to pull a Reliance Jio, offers free calls to customers but there’s a catch"
2016-12-02,"Reliance Jio’s new offering of free voice calls and data is likely to bruise Airtel, Vodafone India, Idea"
2016-09-21,"Reliance Jio hits back at Airtel, Vodafone and Idea - says “all talk-no action”"
2016-09-01,Here's how Mukesh Ambani's Reliance Jio is the biggest disruption for the Telecom Industry
2019-08-13,"Reliance Jio, Amazon, PayTM and MakeMyTrip are the most trusted online brands in India"
2019-08-13,Reliance Digital India Sale - Interesting Deals On Major Brands
2017-07-30,Idea to launch own handset to counter Reliance JioPhone
2019-06-13,The auditor to Anil Ambani firm Reliance Capital says it wasn't allowed to do its job
2019-12-30,"Reliance, BP pay $36 mn for exit of Niko in KG-D6 block"
2019-12-29,Irdai restores Reliance Capital's 100 pc shareholding in Reliance General Insurance
2020-01-27,Mukesh Ambani’s Reliance Jio becomes the largest telco by revenue and subscribers - as industry shows signs of recovery
2019-10-25,It’s advantage Reliance Jio after Supreme Court verdict drains Airtel and Vodafone
2016-10-13,"Daily call failures between Reliance Jio and Airtel improves, Vodafone still remains a hiccup"
2016-10-10,"Reliance Jio claims it crossed 16 million subscribers, sets world record by enrolling maximum customers in a month"
2016-11-30,Coolpad launches “made for India” smartphone with a third sim slot “meant for Reliance Jio”
2016-09-20,"Airtel’s Sunil Mittal all set to take Reliance Jio by its horns, says bring it on"
2016-09-01,15 crucial points Mukesh Ambani made during his AGM speech on Reliance Jio
2019-08-12,"Mukesh Ambani’s Reliance Jio is taking on Jeff Bezos’ Amazon in e-commerce, cloud, and content"
2019-12-27,"Reliance Infra receives Rs 94 cr from Goa, to urge state to pay rest 75%"
2019-12-26,Ambani's Reliance Retail valued at USD 34 bn in new share-swap scheme
2016-11-29,Reliance Jio takes half the time taken by Instagram to cross the 50million subscriber mark by signing 6lakh customers a day
2016-09-20,Here's what really happened in the Reliance Jio-Bharti Airtel spat
2016-09-01,15 crucial points Mukesh Ambani made during his AGM speech on Reliance Jio
2016-11-24,"Mukesh Ambani-led Reliance now wants to become the next IT giant, ties up with GE"
2016-09-20,Here's what really happened in the Reliance Jio-Bharti Airtel spat
2016-09-01,Reliance Jio to launch on 5th September
